吐出パターン番号,注入開始日,平均,標準偏差,最小,最大,サンプル数,範囲_R,ターゲットカラム
10,2026-04-07,0.047636363636363636,0.000504524979109513,0.047,0.048,11,0.0010000000000000009,A剤タンク2圧力(Mpa)
10,2026-04-08,0.02107692307692308,0.03268399592680782,-0.035,0.048,13,0.083,A剤タンク2圧力(Mpa)
10,2026-04-09,0.033363636363636366,0.03231802199167742,-0.032,0.048,11,0.08,A剤タンク2圧力(Mpa)
10,2026-04-10,-0.016888888888888887,0.036791454321773026,-0.036,0.048,9,0.08399999999999999,A剤タンク2圧力(Mpa)
10,2026-04-15,-0.005333333333333333,0.040530852446007105,-0.034,0.049,9,0.083,A剤タンク2圧力(Mpa)
10,2026-04-16,-0.006666666666666668,0.04821134029803915,-0.035,0.049,3,0.084,A剤タンク2圧力(Mpa)
10,2026-04-17,0.0323,0.035471584872025855,-0.035,0.05,10,0.085,A剤タンク2圧力(Mpa)
10,2026-04-20,0.022,0.029691749695833016,-0.025,0.043,11,0.068,A剤タンク2圧力(Mpa)
10,2026-04-21,0.035791666666666666,0.02035762685124405,-0.032,0.046,24,0.078,A剤タンク2圧力(Mpa)
13,2026-04-02,-0.029,0.0,-0.029,-0.029,2,0.0,A剤タンク2圧力(Mpa)
13,2026-04-03,-0.006666666666666668,0.04735328218121035,-0.035,0.048,3,0.083,A剤タンク2圧力(Mpa)
13,2026-04-06,-0.033,,-0.033,-0.033,1,0.0,A剤タンク2圧力(Mpa)
13,2026-04-08,0.026166666666666668,0.0350623254600528,-0.035,0.048,6,0.083,A剤タンク2圧力(Mpa)
13,2026-04-09,-0.005666666666666667,0.046479386111838154,-0.033,0.048,3,0.081,A剤タンク2圧力(Mpa)
13,2026-04-10,-0.035,0.0,-0.035,-0.035,2,0.0,A剤タンク2圧力(Mpa)
13,2026-04-15,0.0164,0.043275859321335264,-0.032,0.048,5,0.08,A剤タンク2圧力(Mpa)
13,2026-04-16,0.0,0.04381780460041329,-0.032,0.048,5,0.08,A剤タンク2圧力(Mpa)
13,2026-04-17,0.0285,0.041,-0.033,0.049,4,0.082,A剤タンク2圧力(Mpa)
13,2026-04-20,0.018250000000000002,0.02809952550014561,-0.013,0.042,4,0.055,A剤タンク2圧力(Mpa)
13,2026-04-21,0.002,,0.002,0.002,1,0.0,A剤タンク2圧力(Mpa)
14,2026-04-03,-0.0006,0.011384199576606167,-0.033,0.003,10,0.036000000000000004,A剤タンク2圧力(Mpa)
14,2026-04-07,0.048,0.0,0.048,0.048,5,0.0,A剤タンク2圧力(Mpa)
14,2026-04-08,0.048,0.0,0.048,0.048,5,0.0,A剤タンク2圧力(Mpa)
14,2026-04-09,-0.0322,0.0004472135954999582,-0.033,-0.032,5,0.0010000000000000009,A剤タンク2圧力(Mpa)
14,2026-04-15,-0.03,0.0,-0.03,-0.03,5,0.0,A剤タンク2圧力(Mpa)
14,2026-04-16,0.0162,0.04234461791853442,-0.033,0.049,10,0.082,A剤タンク2圧力(Mpa)
14,2026-04-17,0.049,0.0,0.049,0.049,5,0.0,A剤タンク2圧力(Mpa)
14,2026-04-20,0.0429,0.0003077935056255442,0.042,0.043,20,0.000999999999999994,A剤タンク2圧力(Mpa)
1,2026-04-01,0.04608333333333333,0.0002823298512866389,0.046,0.047,24,0.0010000000000000009,B剤タンク1圧力(Mpa)
1,2026-04-02,0.022724425887265136,0.04807563828250358,-0.083,0.048,479,0.131,B剤タンク1圧力(Mpa)
1,2026-04-03,-0.0031351351351351356,0.05530767404151413,-0.084,0.05,444,0.134,B剤タンク1圧力(Mpa)
1,2026-04-06,-0.017961275626423693,0.06342468192920733,-0.085,0.049,439,0.134,B剤タンク1圧力(Mpa)
1,2026-04-07,0.026692468619246863,0.04441697299827176,-0.083,0.049,478,0.132,B剤タンク1圧力(Mpa)
1,2026-04-08,0.009619589977220955,0.05649312948743017,-0.084,0.049,439,0.133,B剤タンク1圧力(Mpa)
1,2026-04-09,-0.01241239316239316,0.0632319310568741,-0.086,0.049,468,0.135,B剤タンク1圧力(Mpa)
1,2026-04-10,-0.0014947643979057604,0.06177066826642584,-0.084,0.05,382,0.134,B剤タンク1圧力(Mpa)
1,2026-04-14,0.047093750000000004,0.00029614458108029833,0.047,0.048,32,0.0010000000000000009,B剤タンク1圧力(Mpa)
1,2026-04-15,0.018320247933884294,0.051651511065829776,-0.083,0.052,484,0.135,B剤タンク1圧力(Mpa)
1,2026-04-16,0.007061181434599156,0.05767986347599756,-0.081,0.05,474,0.131,B剤タンク1圧力(Mpa)
1,2026-04-17,0.006974413646055436,0.05657760144231355,-0.083,0.05,469,0.133,B剤タンク1圧力(Mpa)
1,2026-04-20,-0.013821359223300972,0.062133181374535315,-0.093,0.048,515,0.14100000000000001,B剤タンク1圧力(Mpa)
1,2026-04-21,-0.018055813953488372,0.05950322281967647,-0.085,0.05,645,0.135,B剤タンク1圧力(Mpa)
2,2026-04-02,-0.047466666666666664,0.05040105818994941,-0.082,0.048,15,0.13,B剤タンク1圧力(Mpa)
2,2026-04-03,-0.055052631578947374,0.04707024736640443,-0.084,0.048,19,0.132,B剤タンク1圧力(Mpa)
2,2026-04-06,0.03638461538461538,0.03557278562220109,-0.082,0.047,13,0.129,B剤タンク1圧力(Mpa)
2,2026-04-07,0.045647058823529416,0.0009963167462326067,0.045,0.048,17,0.0030000000000000027,B剤タンク1圧力(Mpa)
2,2026-04-08,0.036925925925925925,0.03399765368140066,-0.081,0.048,27,0.129,B剤タンク1圧力(Mpa)
2,2026-04-09,-0.057894736842105256,0.05591749352279075,-0.086,0.048,19,0.134,B剤タンク1圧力(Mpa)
2,2026-04-10,-0.04471428571428571,0.05955402017228828,-0.082,0.046,14,0.128,B剤タンク1圧力(Mpa)
2,2026-04-15,0.04535294117647059,0.0004925921830718932,0.045,0.046,17,0.0010000000000000009,B剤タンク1圧力(Mpa)
2,2026-04-16,0.005846153846153845,0.06062019211704704,-0.081,0.048,13,0.129,B剤タンク1圧力(Mpa)
2,2026-04-17,0.03352631578947368,0.04106684039607819,-0.083,0.048,19,0.131,B剤タンク1圧力(Mpa)
2,2026-04-20,-0.05483333333333334,0.0604044449498294,-0.093,0.045,12,0.138,B剤タンク1圧力(Mpa)
2,2026-04-21,-0.053200000000000004,0.04220017976755304,-0.084,0.047,30,0.131,B剤タンク1圧力(Mpa)
3,2026-04-02,0.047,0.0008164965809277268,0.046,0.048,4,0.0020000000000000018,B剤タンク1圧力(Mpa)
3,2026-04-03,-0.059,,-0.059,-0.059,1,0.0,B剤タンク1圧力(Mpa)
6,2026-04-02,0.015936507936507936,0.0554584625195124,-0.083,0.048,63,0.131,B剤タンク1圧力(Mpa)
6,2026-04-03,0.016900000000000002,0.05254070885472066,-0.084,0.049,70,0.133,B剤タンク1圧力(Mpa)
6,2026-04-06,0.015175,0.05388301073765131,-0.082,0.047,40,0.129,B剤タンク1圧力(Mpa)
6,2026-04-07,0.027345454545454544,0.04485706442642261,-0.083,0.048,55,0.131,B剤タンク1圧力(Mpa)
6,2026-04-08,0.033236842105263155,0.039365531781761595,-0.08,0.048,38,0.128,B剤タンク1圧力(Mpa)
6,2026-04-09,-0.02474603174603174,0.06685780969991421,-0.086,0.049,63,0.135,B剤タンク1圧力(Mpa)
6,2026-04-10,-0.015645161290322583,0.064720191793647,-0.082,0.046,31,0.128,B剤タンク1圧力(Mpa)
6,2026-04-15,0.04567692307692307,0.0005033541343978232,0.045,0.047,65,0.0020000000000000018,B剤タンク1圧力(Mpa)
6,2026-04-16,0.010607142857142857,0.058503046873701316,-0.082,0.048,56,0.13,B剤タンク1圧力(Mpa)
6,2026-04-17,0.007244444444444443,0.0602725459722733,-0.083,0.049,45,0.132,B剤タンク1圧力(Mpa)
6,2026-04-20,-0.023,0.06462197768561405,-0.093,0.046,59,0.139,B剤タンク1圧力(Mpa)
6,2026-04-21,-0.014376237623762379,0.058803886178576424,-0.084,0.048,101,0.132,B剤タンク1圧力(Mpa)
7,2026-04-02,0.0260125,0.04581677702503773,-0.083,0.047,80,0.13,B剤タンク1圧力(Mpa)
7,2026-04-03,0.007493670886075949,0.052313128571776495,-0.084,0.048,79,0.132,B剤タンク1圧力(Mpa)
7,2026-04-06,0.011966101694915254,0.056648330194733455,-0.085,0.049,59,0.134,B剤タンク1圧力(Mpa)
7,2026-04-07,0.007483870967741935,0.055657542441897315,-0.082,0.048,62,0.13,B剤タンク1圧力(Mpa)
7,2026-04-08,0.00927142857142857,0.05878255716549861,-0.083,0.049,70,0.132,B剤タンク1圧力(Mpa)
7,2026-04-09,0.0028333333333333357,0.0633497599868814,-0.086,0.05,60,0.136,B剤タンク1圧力(Mpa)
7,2026-04-10,0.00030357142857142687,0.061900776803132024,-0.082,0.047,56,0.129,B剤タンク1圧力(Mpa)
7,2026-04-15,0.0340327868852459,0.034635226390249345,-0.08,0.046,61,0.126,B剤タンク1圧力(Mpa)
7,2026-04-16,0.0238030303030303,0.049787925535590735,-0.081,0.05,66,0.131,B剤タンク1圧力(Mpa)
7,2026-04-17,-0.013966666666666667,0.059551421069630475,-0.084,0.047,60,0.131,B剤タンク1圧力(Mpa)
7,2026-04-20,-0.002591836734693879,0.06428417326195297,-0.093,0.046,49,0.139,B剤タンク1圧力(Mpa)
7,2026-04-21,0.0008227848101265811,0.06198526696200101,-0.084,0.047,79,0.131,B剤タンク1圧力(Mpa)
8,2026-04-02,-0.020450000000000003,0.06299406079080197,-0.083,0.047,60,0.13,B剤タンク1圧力(Mpa)
8,2026-04-03,-0.014105263157894737,0.059000695803211996,-0.084,0.051,76,0.135,B剤タンク1圧力(Mpa)
8,2026-04-06,0.0007999999999999986,0.06077751543933599,-0.082,0.047,95,0.129,B剤タンク1圧力(Mpa)
8,2026-04-07,0.045616666666666666,0.0006661721329614928,0.045,0.048,60,0.0030000000000000027,B剤タンク1圧力(Mpa)
8,2026-04-08,0.021918032786885245,0.047194383522465605,-0.083,0.048,61,0.131,B剤タンク1圧力(Mpa)
8,2026-04-09,-0.00882051282051282,0.06227124236521724,-0.086,0.048,78,0.134,B剤タンク1圧力(Mpa)
8,2026-04-10,-0.08178571428571428,0.0008705399021609279,-0.082,-0.078,42,0.0040000000000000036,B剤タンク1圧力(Mpa)
8,2026-04-15,0.04571666666666666,0.0008455600223594001,0.045,0.048,60,0.0030000000000000027,B剤タンク1圧力(Mpa)
8,2026-04-16,0.005977777777777777,0.06030837938644784,-0.081,0.048,90,0.129,B剤タンク1圧力(Mpa)
8,2026-04-17,0.0011923076923076909,0.060525221722235484,-0.083,0.049,104,0.132,B剤タンク1圧力(Mpa)
8,2026-04-20,-0.02487931034482759,0.0656712702947715,-0.093,0.046,116,0.139,B剤タンク1圧力(Mpa)
8,2026-04-21,-0.014710526315789476,0.06145162329029667,-0.085,0.051,190,0.136,B剤タンク1圧力(Mpa)
9,2026-04-02,-0.008475000000000002,0.06138444950494906,-0.083,0.046,40,0.129,B剤タンク1圧力(Mpa)
9,2026-04-03,-0.00044000000000000067,0.059042412980943156,-0.084,0.047,50,0.131,B剤タンク1圧力(Mpa)
9,2026-04-06,0.0231,0.04741447725179752,-0.083,0.05,50,0.133,B剤タンク1圧力(Mpa)
9,2026-04-07,0.024999999999999998,0.04688354366583937,-0.08,0.047,61,0.127,B剤タンク1圧力(Mpa)
9,2026-04-08,-0.0026200000000000017,0.06273816336853626,-0.083,0.046,50,0.129,B剤タンク1圧力(Mpa)
9,2026-04-09,-0.006179999999999996,0.06583767608168391,-0.086,0.049,50,0.135,B剤タンク1圧力(Mpa)
9,2026-04-10,-0.017825,0.06463899255847323,-0.082,0.046,40,0.128,B剤タンク1圧力(Mpa)
9,2026-04-15,0.04541935483870967,0.0005016103101270997,0.045,0.046,31,0.0010000000000000009,B剤タンク1圧力(Mpa)
9,2026-04-16,0.02275,0.05001832997345406,-0.081,0.048,40,0.129,B剤タンク1圧力(Mpa)
9,2026-04-17,0.046799999999999994,0.00040683810217248626,0.046,0.047,30,0.0010000000000000009,B剤タンク1圧力(Mpa)
9,2026-04-20,0.007693877551020407,0.05917565803099583,-0.093,0.047,49,0.14,B剤タンク1圧力(Mpa)
9,2026-04-21,0.004416666666666665,0.06086252685471779,-0.084,0.048,60,0.132,B剤タンク1圧力(Mpa)
10,2026-04-02,-0.007416666666666669,0.06601853504658346,-0.083,0.046,12,0.129,B剤タンク1圧力(Mpa)
10,2026-04-03,0.011727272727272727,0.06149323687868596,-0.084,0.05,11,0.134,B剤タンク1圧力(Mpa)
10,2026-04-06,0.03166666666666666,0.04187779841395677,-0.08,0.046,9,0.126,B剤タンク1圧力(Mpa)
10,2026-04-07,0.04527272727272727,0.0004670993664969147,0.045,0.046,11,0.0010000000000000009,B剤タンク1圧力(Mpa)
10,2026-04-08,-0.0025384615384615398,0.06456342538493368,-0.081,0.047,13,0.128,B剤タンク1圧力(Mpa)
10,2026-04-09,0.047,0.0,0.047,0.047,11,0.0,B剤タンク1圧力(Mpa)
10,2026-04-10,0.003888888888888888,0.06416861468904492,-0.082,0.047,9,0.129,B剤タンク1圧力(Mpa)
10,2026-04-15,0.04577777777777778,0.0009718253158075481,0.045,0.047,9,0.0020000000000000018,B剤タンク1圧力(Mpa)
10,2026-04-16,-0.03833333333333334,0.0739008344562721,-0.081,0.047,3,0.128,B剤タンク1圧力(Mpa)
10,2026-04-17,0.0103,0.05942885569223834,-0.083,0.049,10,0.132,B剤タンク1圧力(Mpa)
10,2026-04-20,-0.012090909090909091,0.06691405613987923,-0.093,0.046,11,0.139,B剤タンク1圧力(Mpa)
10,2026-04-21,-0.002833333333333335,0.06110622729716468,-0.085,0.048,24,0.133,B剤タンク1圧力(Mpa)
13,2026-04-02,0.046,0.0,0.046,0.046,2,0.0,B剤タンク1圧力(Mpa)
13,2026-04-03,-0.03233333333333333,0.06974477280293724,-0.084,0.047,3,0.131,B剤タンク1圧力(Mpa)
13,2026-04-06,-0.081,,-0.081,-0.081,1,0.0,B剤タンク1圧力(Mpa)
13,2026-04-08,0.002999999999999998,0.06661531355476757,-0.083,0.046,6,0.129,B剤タンク1圧力(Mpa)
13,2026-04-09,-0.041333333333333326,0.07736493607140985,-0.086,0.048,3,0.134,B剤タンク1圧力(Mpa)
13,2026-04-10,0.046,0.0,0.046,0.046,2,0.0,B剤タンク1圧力(Mpa)
13,2026-04-15,0.045599999999999995,0.0005477225575051671,0.045,0.046,5,0.0010000000000000009,B剤タンク1圧力(Mpa)
13,2026-04-16,0.046799999999999994,0.00044721359549995774,0.046,0.047,5,0.0010000000000000009,B剤タンク1圧力(Mpa)
13,2026-04-17,-0.013250000000000001,0.06923089387453168,-0.08,0.047,4,0.127,B剤タンク1圧力(Mpa)
13,2026-04-20,-0.025,0.0785196366097891,-0.093,0.043,4,0.136,B剤タンク1圧力(Mpa)
13,2026-04-21,-0.08,,-0.08,-0.08,1,0.0,B剤タンク1圧力(Mpa)
14,2026-04-03,-0.0612,0.006957010852370436,-0.081,-0.059,10,0.022000000000000006,B剤タンク1圧力(Mpa)
14,2026-04-07,0.046,0.0,0.046,0.046,5,0.0,B剤タンク1圧力(Mpa)
14,2026-04-08,0.046,0.0,0.046,0.046,5,0.0,B剤タンク1圧力(Mpa)
14,2026-04-09,0.048799999999999996,0.0008366600265340755,0.048,0.05,5,0.0020000000000000018,B剤タンク1圧力(Mpa)
14,2026-04-15,0.045,0.0,0.045,0.045,5,0.0,B剤タンク1圧力(Mpa)
14,2026-04-16,0.0474,0.0005163977794943226,0.047,0.048,10,0.0010000000000000009,B剤タンク1圧力(Mpa)
14,2026-04-17,0.047,0.0,0.047,0.047,5,0.0,B剤タンク1圧力(Mpa)
14,2026-04-20,-0.08280000000000001,0.0016415653633362409,-0.086,-0.082,20,0.00399999999999999,B剤タンク1圧力(Mpa)
1,2026-04-01,-0.083,0.0,-0.083,-0.083,24,0.0,B剤タンク2圧力(Mpa)
1,2026-04-02,-0.008392484342379962,0.06256260818889124,-0.083,0.053,479,0.136,B剤タンク2圧力(Mpa)
1,2026-04-03,0.010256756756756757,0.05858899059382236,-0.084,0.052,444,0.136,B剤タンク2圧力(Mpa)
1,2026-04-06,0.019995444191343966,0.05388665575719965,-0.083,0.056,439,0.139,B剤タンク2圧力(Mpa)
1,2026-04-07,-0.006738493723849374,0.06295571488863717,-0.086,0.052,478,0.13799999999999998,B剤タンク2圧力(Mpa)
1,2026-04-08,-0.022102505694760823,0.06573761993008613,-0.084,0.053,439,0.137,B剤タンク2圧力(Mpa)
1,2026-04-09,-0.005040598290598291,0.06076010730298272,-0.082,0.052,468,0.134,B剤タンク2圧力(Mpa)
1,2026-04-10,0.028311518324607328,0.04731504755622356,-0.084,0.055,382,0.139,B剤タンク2圧力(Mpa)
1,2026-04-14,-0.06025,0.007175226196277156,-0.074,-0.054,32,0.019999999999999997,B剤タンク2圧力(Mpa)
1,2026-04-15,-0.008493801652892563,0.06494104638835448,-0.084,0.052,484,0.136,B剤タンク2圧力(Mpa)
1,2026-04-16,0.015006329113924051,0.055429420695815454,-0.082,0.056,474,0.138,B剤タンク2圧力(Mpa)
1,2026-04-17,-0.014304904051172709,0.06382480358623889,-0.084,0.051,469,0.135,B剤タンク2圧力(Mpa)
1,2026-04-20,0.013417475728155338,0.053549519660520496,-0.082,0.049,515,0.131,B剤タンク2圧力(Mpa)
1,2026-04-21,0.04246976744186046,0.024610022338063708,-0.072,0.054,645,0.126,B剤タンク2圧力(Mpa)
2,2026-04-02,0.023333333333333334,0.05452478684921548,-0.082,0.053,15,0.135,B剤タンク2圧力(Mpa)
2,2026-04-03,0.048473684210526315,0.0007723284457212334,0.048,0.05,19,0.0020000000000000018,B剤タンク2圧力(Mpa)
2,2026-04-06,0.018076923076923077,0.05705328144004447,-0.082,0.049,13,0.131,B剤タンク2圧力(Mpa)
2,2026-04-07,-0.06023529411764706,0.05230025025246618,-0.085,0.05,17,0.135,B剤タンク2圧力(Mpa)
2,2026-04-08,-0.034,0.06550807348951496,-0.084,0.05,27,0.134,B剤タンク2圧力(Mpa)
2,2026-04-09,0.023894736842105264,0.049292657484369264,-0.069,0.05,19,0.11900000000000001,B剤タンク2圧力(Mpa)
2,2026-04-10,0.04857142857142858,0.000755928946018455,0.048,0.05,14,0.0020000000000000018,B剤タンク2圧力(Mpa)
2,2026-04-15,0.00288235294117647,0.06514491763842861,-0.084,0.051,17,0.135,B剤タンク2圧力(Mpa)
2,2026-04-16,0.04730769230769231,0.0007510676161988124,0.047,0.049,13,0.0020000000000000018,B剤タンク2圧力(Mpa)
2,2026-04-17,-0.056052631578947375,0.0556032310054516,-0.084,0.049,19,0.133,B剤タンク2圧力(Mpa)
2,2026-04-20,0.04408333333333333,0.0002886751345948125,0.044,0.045,12,0.0010000000000000009,B剤タンク2圧力(Mpa)
2,2026-04-21,0.04796666666666667,0.0005560534167675373,0.047,0.05,30,0.0030000000000000027,B剤タンク2圧力(Mpa)
3,2026-04-02,-0.07225000000000001,0.006499999999999998,-0.082,-0.069,4,0.012999999999999998,B剤タンク2圧力(Mpa)
3,2026-04-03,0.05,,0.05,0.05,1,0.0,B剤タンク2圧力(Mpa)
6,2026-04-02,-0.026523809523809526,0.058942250890953986,-0.082,0.052,63,0.134,B剤タンク2圧力(Mpa)
6,2026-04-03,0.0018714285714285712,0.06348157816284618,-0.084,0.05,70,0.134,B剤タンク2圧力(Mpa)
6,2026-04-06,0.014875,0.0572140324817305,-0.082,0.052,40,0.134,B剤タンク2圧力(Mpa)
6,2026-04-07,-0.021672727272727278,0.06717088614964037,-0.085,0.049,55,0.134,B剤タンク2圧力(Mpa)
6,2026-04-08,-0.03431578947368421,0.06476156069733403,-0.084,0.05,38,0.134,B剤タンク2圧力(Mpa)
6,2026-04-09,-0.005142857142857144,0.061507108727066134,-0.082,0.052,63,0.134,B剤タンク2圧力(Mpa)
6,2026-04-10,0.010967741935483872,0.059796590689307,-0.081,0.049,31,0.13,B剤タンク2圧力(Mpa)
6,2026-04-15,-0.011538461538461539,0.06412587156402752,-0.084,0.05,65,0.134,B剤タンク2圧力(Mpa)
6,2026-04-16,0.011696428571428571,0.05849566250986078,-0.082,0.051,56,0.133,B剤タンク2圧力(Mpa)
6,2026-04-17,-0.028044444444444445,0.0661970047233516,-0.084,0.049,45,0.133,B剤タンク2圧力(Mpa)
6,2026-04-20,0.023983050847457624,0.04708191377084152,-0.082,0.048,59,0.13,B剤タンク2圧力(Mpa)
6,2026-04-21,0.0459009900990099,0.016386888020911754,-0.069,0.052,101,0.121,B剤タンク2圧力(Mpa)
7,2026-04-02,-0.0253875,0.059304512123681166,-0.083,0.053,80,0.136,B剤タンク2圧力(Mpa)
7,2026-04-03,0.020367088607594938,0.054545012513822676,-0.084,0.053,79,0.137,B剤タンク2圧力(Mpa)
7,2026-04-06,0.026779661016949154,0.04925481520189437,-0.083,0.051,59,0.134,B剤タンク2圧力(Mpa)
7,2026-04-07,0.001435483870967741,0.0644262498603908,-0.085,0.051,62,0.136,B剤タンク2圧力(Mpa)
7,2026-04-08,-0.007042857142857142,0.06542579283837546,-0.084,0.05,70,0.134,B剤タンク2圧力(Mpa)
7,2026-04-09,-0.012883333333333333,0.06020954698403401,-0.08,0.049,60,0.129,B剤タンク2圧力(Mpa)
7,2026-04-10,0.026160714285714287,0.04623842431481509,-0.069,0.05,56,0.11900000000000001,B剤タンク2圧力(Mpa)
7,2026-04-15,0.01181967213114754,0.057998709237568766,-0.084,0.053,61,0.137,B剤タンク2圧力(Mpa)
7,2026-04-16,0.0195,0.05329316596395394,-0.082,0.051,66,0.133,B剤タンク2圧力(Mpa)
7,2026-04-17,0.004083333333333332,0.0628116073874795,-0.084,0.049,60,0.133,B剤タンク2圧力(Mpa)
7,2026-04-20,0.0014081632653061198,0.05688252454523671,-0.082,0.044,49,0.126,B剤タンク2圧力(Mpa)
7,2026-04-21,0.04316455696202532,0.024639675311998083,-0.08,0.049,79,0.129,B剤タンク2圧力(Mpa)
8,2026-04-02,0.04036666666666667,0.033272356657052776,-0.069,0.053,60,0.122,B剤タンク2圧力(Mpa)
8,2026-04-03,0.020894736842105265,0.052894758139124635,-0.083,0.051,76,0.134,B剤タンク2圧力(Mpa)
8,2026-04-06,0.03507368421052632,0.04038096299560484,-0.082,0.051,95,0.133,B剤タンク2圧力(Mpa)
8,2026-04-07,-0.017583333333333336,0.06698906859133409,-0.085,0.053,60,0.138,B剤タンク2圧力(Mpa)
8,2026-04-08,0.005868852459016393,0.06329441139359149,-0.084,0.053,61,0.137,B剤タンク2圧力(Mpa)
8,2026-04-09,0.0021153846153846153,0.06130146515679403,-0.082,0.05,78,0.132,B剤タンク2圧力(Mpa)
8,2026-04-10,0.04857142857142857,0.000667827096903745,0.048,0.051,42,0.0029999999999999957,B剤タンク2圧力(Mpa)
8,2026-04-15,0.002733333333333333,0.06401532302442052,-0.084,0.052,60,0.136,B剤タンク2圧力(Mpa)
8,2026-04-16,0.019655555555555558,0.0541155985137084,-0.082,0.052,90,0.134,B剤タンク2圧力(Mpa)
8,2026-04-17,-0.0012403846153846165,0.06441725258747533,-0.084,0.049,104,0.133,B剤タンク2圧力(Mpa)
8,2026-04-20,0.02228448275862069,0.04735174686360031,-0.082,0.048,116,0.13,B剤タンク2圧力(Mpa)
8,2026-04-21,0.04809473684210526,0.0011181398404798404,0.047,0.05,190,0.0030000000000000027,B剤タンク2圧力(Mpa)
9,2026-04-02,0.020125,0.052114365114448544,-0.069,0.051,40,0.12,B剤タンク2圧力(Mpa)
9,2026-04-03,-0.005560000000000001,0.06224020617981694,-0.083,0.05,50,0.133,B剤タンク2圧力(Mpa)
9,2026-04-06,-0.011320000000000002,0.06529726062322953,-0.082,0.05,50,0.132,B剤タンク2圧力(Mpa)
9,2026-04-07,0.004786885245901638,0.06323266949768354,-0.085,0.05,61,0.135,B剤タンク2圧力(Mpa)
9,2026-04-08,-0.006440000000000001,0.06622230957701707,-0.084,0.05,50,0.134,B剤タンク2圧力(Mpa)
9,2026-04-09,0.0028799999999999997,0.056496573853136056,-0.081,0.049,50,0.13,B剤タンク2圧力(Mpa)
9,2026-04-10,0.016025,0.05673261057420241,-0.081,0.049,40,0.13,B剤タンク2圧力(Mpa)
9,2026-04-15,-0.015225806451612905,0.06769919235235596,-0.084,0.05,31,0.134,B剤タンク2圧力(Mpa)
9,2026-04-16,-0.0334,0.05793090490912209,-0.082,0.049,40,0.131,B剤タンク2圧力(Mpa)
9,2026-04-17,-0.03936666666666667,0.06420306327063635,-0.084,0.052,30,0.136,B剤タンク2圧力(Mpa)
9,2026-04-20,0.00910204081632653,0.051948389812212954,-0.082,0.048,49,0.13,B剤タンク2圧力(Mpa)
9,2026-04-21,0.04796666666666667,0.0007804098589988473,0.047,0.05,60,0.0030000000000000027,B剤タンク2圧力(Mpa)
10,2026-04-02,-0.019750000000000004,0.06086516394308145,-0.069,0.05,12,0.11900000000000001,B剤タンク2圧力(Mpa)
10,2026-04-03,0.013818181818181818,0.05909960775135175,-0.083,0.049,11,0.132,B剤タンク2圧力(Mpa)
10,2026-04-06,-0.009111111111111111,0.06915280985694733,-0.082,0.05,9,0.132,B剤タンク2圧力(Mpa)
10,2026-04-07,0.012363636363636365,0.06253362731726464,-0.085,0.049,11,0.134,B剤タンク2圧力(Mpa)
10,2026-04-08,0.028538461538461537,0.04950692777214011,-0.083,0.05,13,0.133,B剤タンク2圧力(Mpa)
10,2026-04-09,-0.0520909090909091,0.04974827543835977,-0.081,0.048,11,0.129,B剤タンク2圧力(Mpa)
10,2026-04-10,0.019777777777777776,0.05713750470964273,-0.081,0.049,9,0.13,B剤タンク2圧力(Mpa)
10,2026-04-15,-0.022222222222222223,0.06880729935438859,-0.084,0.05,9,0.134,B剤タンク2圧力(Mpa)
10,2026-04-16,0.005333333333333333,0.07563288526384099,-0.082,0.049,3,0.131,B剤タンク2圧力(Mpa)
10,2026-04-17,-0.017900000000000003,0.06967615565361414,-0.084,0.049,10,0.133,B剤タンク2圧力(Mpa)
10,2026-04-20,0.02209090909090909,0.05148486096990949,-0.082,0.048,11,0.13,B剤タンク2圧力(Mpa)
10,2026-04-21,0.04816666666666667,0.001340560125199672,0.047,0.05,24,0.0030000000000000027,B剤タンク2圧力(Mpa)
13,2026-04-02,0.05,0.0,0.05,0.05,2,0.0,B剤タンク2圧力(Mpa)
13,2026-04-03,0.003999999999999999,0.0762102355330306,-0.084,0.048,3,0.132,B剤タンク2圧力(Mpa)
13,2026-04-06,0.048,,0.048,0.048,1,0.0,B剤タンク2圧力(Mpa)
13,2026-04-08,0.005,0.06740623116596862,-0.084,0.05,6,0.134,B剤タンク2圧力(Mpa)
13,2026-04-09,0.009333333333333332,0.06784049921199972,-0.069,0.049,3,0.11800000000000001,B剤タンク2圧力(Mpa)
13,2026-04-10,0.049,0.0,0.049,0.049,2,0.0,B剤タンク2圧力(Mpa)
13,2026-04-15,-0.029800000000000004,0.07196665894704297,-0.084,0.05,5,0.134,B剤タンク2圧力(Mpa)
13,2026-04-16,-0.030200000000000005,0.07093095234099145,-0.082,0.048,5,0.13,B剤タンク2圧力(Mpa)
13,2026-04-17,0.01525,0.06616834590648311,-0.084,0.049,4,0.133,B剤タンク2圧力(Mpa)
13,2026-04-20,-0.015750000000000004,0.06919718202354776,-0.082,0.044,4,0.126,B剤タンク2圧力(Mpa)
13,2026-04-21,0.048,,0.048,0.048,1,0.0,B剤タンク2圧力(Mpa)
14,2026-04-03,0.0492,0.0006324555320336743,0.049,0.051,10,0.001999999999999995,B剤タンク2圧力(Mpa)
14,2026-04-07,-0.085,0.0,-0.085,-0.085,5,0.0,B剤タンク2圧力(Mpa)
14,2026-04-08,0.05,0.0,0.05,0.05,5,0.0,B剤タンク2圧力(Mpa)
