吐出パターン番号,注入開始日,平均,標準偏差,最小,最大,サンプル数,範囲_R,ターゲットカラム
1,2026-04-01,0.1679166666666667,0.004148511169990534,0.16,0.17,24,0.010000000000000009,A剤流圧(Mpa)
1,2026-04-02,0.17066805845511482,0.007401546442275575,0.15,0.19,479,0.04000000000000001,A剤流圧(Mpa)
1,2026-04-03,0.16806306306306307,0.0062553334776818525,0.15,0.18,444,0.03,A剤流圧(Mpa)
1,2026-04-06,0.17004555808656038,0.009861956889719081,0.13,0.2,439,0.07,A剤流圧(Mpa)
1,2026-04-07,0.17376569037656905,0.008690069674516883,0.15,0.19,478,0.04000000000000001,A剤流圧(Mpa)
1,2026-04-08,0.16988610478359908,0.008037342247850755,0.15,0.19,439,0.04000000000000001,A剤流圧(Mpa)
1,2026-04-09,0.17166666666666666,0.007701608608634924,0.15,0.19,468,0.04000000000000001,A剤流圧(Mpa)
1,2026-04-10,0.1724869109947644,0.007306099733793779,0.15,0.19,382,0.04000000000000001,A剤流圧(Mpa)
1,2026-04-14,0.19437500000000002,0.009482581654734635,0.17,0.2,32,0.03,A剤流圧(Mpa)
1,2026-04-15,0.1952479338842975,0.008878084765143252,0.16,0.22,484,0.06,A剤流圧(Mpa)
1,2026-04-16,0.1988185654008439,0.009049826441104105,0.16,0.22,474,0.06,A剤流圧(Mpa)
1,2026-04-17,0.197590618336887,0.008083088645606943,0.17,0.22,469,0.04999999999999999,A剤流圧(Mpa)
1,2026-04-20,0.19687378640776698,0.007698955929582373,0.17,0.22,515,0.04999999999999999,A剤流圧(Mpa)
1,2026-04-21,0.20866666666666667,0.007906021501579468,0.18,0.24,645,0.06,A剤流圧(Mpa)
2,2026-04-02,0.17733333333333334,0.010327955589886445,0.15,0.19,15,0.04000000000000001,A剤流圧(Mpa)
2,2026-04-03,0.16736842105263158,0.009334586382051245,0.15,0.18,19,0.03,A剤流圧(Mpa)
2,2026-04-06,0.1630769230769231,0.010315534712764834,0.15,0.19,13,0.04000000000000001,A剤流圧(Mpa)
2,2026-04-07,0.1711764705882353,0.014950900031928038,0.15,0.19,17,0.04000000000000001,A剤流圧(Mpa)
2,2026-04-08,0.17962962962962964,0.010554430889252696,0.16,0.19,27,0.03,A剤流圧(Mpa)
2,2026-04-09,0.1731578947368421,0.011572300058975781,0.15,0.19,19,0.04000000000000001,A剤流圧(Mpa)
2,2026-04-10,0.1685714285714286,0.0036313651960128185,0.16,0.17,14,0.010000000000000009,A剤流圧(Mpa)
2,2026-04-15,0.1941176470588235,0.010036697371030329,0.18,0.21,17,0.03,A剤流圧(Mpa)
2,2026-04-16,0.19615384615384618,0.007679476477883049,0.18,0.21,13,0.03,A剤流圧(Mpa)
2,2026-04-17,0.19421052631578947,0.010706067580626207,0.18,0.21,19,0.03,A剤流圧(Mpa)
2,2026-04-20,0.1975,0.006215815605080614,0.19,0.21,12,0.01999999999999999,A剤流圧(Mpa)
2,2026-04-21,0.2063333333333333,0.007183954022841374,0.19,0.21,30,0.01999999999999999,A剤流圧(Mpa)
3,2026-04-02,0.17,0.016329931618554533,0.15,0.19,4,0.04000000000000001,A剤流圧(Mpa)
3,2026-04-03,0.18,,0.18,0.18,1,0.0,A剤流圧(Mpa)
6,2026-04-02,0.15063492063492065,0.007377606892573061,0.13,0.17,63,0.04000000000000001,A剤流圧(Mpa)
6,2026-04-03,0.14871428571428572,0.0075988993427687996,0.12,0.16,70,0.04000000000000001,A剤流圧(Mpa)
6,2026-04-06,0.149,0.011940021045379388,0.12,0.17,40,0.05000000000000002,A剤流圧(Mpa)
6,2026-04-07,0.15381818181818183,0.008921656774162505,0.13,0.17,55,0.04000000000000001,A剤流圧(Mpa)
6,2026-04-08,0.15342105263157896,0.00780724396451652,0.13,0.17,38,0.04000000000000001,A剤流圧(Mpa)
6,2026-04-09,0.15031746031746032,0.004741122083143483,0.13,0.16,63,0.03,A剤流圧(Mpa)
6,2026-04-10,0.15193548387096775,0.00542792461180125,0.14,0.16,31,0.01999999999999999,A剤流圧(Mpa)
6,2026-04-15,0.17076923076923078,0.007966275068156921,0.14,0.19,65,0.04999999999999999,A剤流圧(Mpa)
6,2026-04-16,0.17339285714285715,0.009395702250455832,0.15,0.19,56,0.04000000000000001,A剤流圧(Mpa)
6,2026-04-17,0.17022222222222222,0.009412006087219578,0.14,0.18,45,0.03999999999999998,A剤流圧(Mpa)
6,2026-04-20,0.17084745762711864,0.007019218836884205,0.15,0.18,59,0.03,A剤流圧(Mpa)
6,2026-04-21,0.18128712871287128,0.008205286873307191,0.15,0.2,101,0.05000000000000002,A剤流圧(Mpa)
7,2026-04-02,0.16975,0.008109222753808543,0.15,0.18,80,0.03,A剤流圧(Mpa)
7,2026-04-03,0.16658227848101265,0.006382282356281354,0.15,0.17,79,0.020000000000000018,A剤流圧(Mpa)
7,2026-04-06,0.16559322033898308,0.008360660434372981,0.14,0.18,59,0.03999999999999998,A剤流圧(Mpa)
7,2026-04-07,0.17,0.008870655251454876,0.15,0.18,62,0.03,A剤流圧(Mpa)
7,2026-04-08,0.1677142857142857,0.006846437468066202,0.15,0.18,70,0.03,A剤流圧(Mpa)
7,2026-04-09,0.16916666666666666,0.006186827632817324,0.15,0.18,60,0.03,A剤流圧(Mpa)
7,2026-04-10,0.17035714285714287,0.00538154614967101,0.15,0.18,56,0.03,A剤流圧(Mpa)
7,2026-04-15,0.19196721311475412,0.006005461994758747,0.17,0.2,61,0.03,A剤流圧(Mpa)
7,2026-04-16,0.19742424242424245,0.008648807131730066,0.17,0.22,66,0.04999999999999999,A剤流圧(Mpa)
7,2026-04-17,0.19516666666666668,0.006241378234003059,0.17,0.2,60,0.03,A剤流圧(Mpa)
7,2026-04-20,0.19448979591836738,0.008180572639337849,0.17,0.2,49,0.03,A剤流圧(Mpa)
7,2026-04-21,0.20759493670886073,0.007199570833615746,0.18,0.21,79,0.03,A剤流圧(Mpa)
8,2026-04-02,0.17316666666666666,0.009295828600965653,0.15,0.18,60,0.03,A剤流圧(Mpa)
8,2026-04-03,0.1693421052631579,0.006394899283186979,0.15,0.18,76,0.03,A剤流圧(Mpa)
8,2026-04-06,0.16947368421052633,0.011426771574798392,0.15,0.2,95,0.05000000000000002,A剤流圧(Mpa)
8,2026-04-07,0.17433333333333334,0.009806028354557982,0.15,0.19,60,0.04000000000000001,A剤流圧(Mpa)
8,2026-04-08,0.1737704918032787,0.01051410709891389,0.15,0.19,61,0.04000000000000001,A剤流圧(Mpa)
8,2026-04-09,0.17166666666666666,0.006916321120039019,0.15,0.18,78,0.03,A剤流圧(Mpa)
8,2026-04-10,0.17714285714285716,0.006357524554958376,0.16,0.19,42,0.03,A剤流圧(Mpa)
8,2026-04-15,0.19749999999999998,0.01144256105029947,0.17,0.22,60,0.04999999999999999,A剤流圧(Mpa)
8,2026-04-16,0.20122222222222222,0.009340954619763938,0.17,0.22,90,0.04999999999999999,A剤流圧(Mpa)
8,2026-04-17,0.19596153846153846,0.008420874521523533,0.17,0.21,104,0.03999999999999998,A剤流圧(Mpa)
8,2026-04-20,0.1988793103448276,0.007996907198263032,0.17,0.22,116,0.04999999999999999,A剤流圧(Mpa)
8,2026-04-21,0.2101578947368421,0.007380534658187909,0.18,0.22,190,0.04000000000000001,A剤流圧(Mpa)
9,2026-04-02,0.16825,0.010833826418758737,0.15,0.18,40,0.03,A剤流圧(Mpa)
9,2026-04-03,0.168,0.005345224838248487,0.15,0.17,50,0.020000000000000018,A剤流圧(Mpa)
9,2026-04-06,0.16699999999999998,0.0070710678118654805,0.14,0.17,50,0.03,A剤流圧(Mpa)
9,2026-04-07,0.1714754098360656,0.006281206246619214,0.15,0.18,61,0.03,A剤流圧(Mpa)
9,2026-04-08,0.1698,0.006848208465261076,0.15,0.18,50,0.03,A剤流圧(Mpa)
9,2026-04-09,0.1708,0.0056568542494923775,0.15,0.18,50,0.03,A剤流圧(Mpa)
9,2026-04-10,0.17099999999999999,0.005453768398418637,0.16,0.18,40,0.01999999999999999,A剤流圧(Mpa)
9,2026-04-15,0.1903225806451613,0.008360171835451688,0.17,0.2,31,0.03,A剤流圧(Mpa)
9,2026-04-16,0.199,0.008711913446392583,0.17,0.21,40,0.03999999999999998,A剤流圧(Mpa)
9,2026-04-17,0.19433333333333333,0.005683207771559361,0.18,0.2,30,0.020000000000000018,A剤流圧(Mpa)
9,2026-04-20,0.19489795918367347,0.008446510369079414,0.17,0.2,49,0.03,A剤流圧(Mpa)
9,2026-04-21,0.20716666666666667,0.008455600223594,0.18,0.23,60,0.05000000000000002,A剤流圧(Mpa)
10,2026-04-02,0.15,0.004264014327112207,0.14,0.16,12,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-03,0.14727272727272725,0.00646669790682863,0.13,0.15,11,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-06,0.14444444444444446,0.01130388330520877,0.12,0.15,9,0.03,A剤流圧(Mpa)
10,2026-04-07,0.1527272727272727,0.0046709936649691405,0.15,0.16,11,0.010000000000000009,A剤流圧(Mpa)
10,2026-04-08,0.15153846153846154,0.005547001962252293,0.14,0.16,13,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-09,0.14909090909090908,0.008312094145936321,0.13,0.16,11,0.03,A剤流圧(Mpa)
10,2026-04-10,0.15222222222222223,0.008333333333333326,0.14,0.16,9,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-15,0.17222222222222222,0.012018504251546634,0.15,0.19,9,0.04000000000000001,A剤流圧(Mpa)
10,2026-04-16,0.18000000000000002,0.010000000000000005,0.17,0.19,3,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-17,0.17,0.006666666666666667,0.16,0.18,10,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-20,0.17181818181818184,0.006030226891555266,0.16,0.18,11,0.01999999999999999,A剤流圧(Mpa)
10,2026-04-21,0.18125,0.006123724356957945,0.17,0.19,24,0.01999999999999999,A剤流圧(Mpa)
13,2026-04-02,0.25,0.0,0.25,0.25,2,0.0,A剤流圧(Mpa)
13,2026-04-03,0.23666666666666666,0.0057735026918962545,0.23,0.24,3,0.009999999999999981,A剤流圧(Mpa)
13,2026-04-06,0.22,,0.22,0.22,1,0.0,A剤流圧(Mpa)
13,2026-04-08,0.24166666666666667,0.007527726527090808,0.23,0.25,6,0.01999999999999999,A剤流圧(Mpa)
13,2026-04-09,0.24333333333333332,0.005773502691896267,0.24,0.25,3,0.010000000000000009,A剤流圧(Mpa)
13,2026-04-10,0.245,0.007071067811865481,0.24,0.25,2,0.010000000000000009,A剤流圧(Mpa)
13,2026-04-15,0.284,0.011401754250991367,0.27,0.3,5,0.02999999999999997,A剤流圧(Mpa)
13,2026-04-16,0.29,0.0,0.29,0.29,5,0.0,A剤流圧(Mpa)
13,2026-04-17,0.29,0.008164965809277256,0.28,0.3,4,0.019999999999999962,A剤流圧(Mpa)
13,2026-04-20,0.2875,0.004999999999999961,0.28,0.29,4,0.009999999999999953,A剤流圧(Mpa)
13,2026-04-21,0.32,,0.32,0.32,1,0.0,A剤流圧(Mpa)
14,2026-04-03,0.127,0.0048304589153964845,0.12,0.13,10,0.010000000000000009,A剤流圧(Mpa)
14,2026-04-07,0.12,0.0,0.12,0.12,5,0.0,A剤流圧(Mpa)
14,2026-04-08,0.12,0.0,0.12,0.12,5,0.0,A剤流圧(Mpa)
14,2026-04-09,0.128,0.004472135954999583,0.12,0.13,5,0.010000000000000009,A剤流圧(Mpa)
14,2026-04-15,0.13,0.007071067811865481,0.12,0.14,5,0.020000000000000018,A剤流圧(Mpa)
14,2026-04-16,0.135,0.008498365855987981,0.12,0.14,10,0.020000000000000018,A剤流圧(Mpa)
14,2026-04-17,0.132,0.008366600265340763,0.12,0.14,5,0.020000000000000018,A剤流圧(Mpa)
14,2026-04-20,0.138,0.005231483637805969,0.12,0.14,20,0.020000000000000018,A剤流圧(Mpa)
1,2026-04-01,0.1691666666666667,0.0028232985128664027,0.16,0.17,24,0.010000000000000009,B剤流圧(Mpa)
1,2026-04-02,0.18008350730688935,0.008383668586611376,0.16,0.19,479,0.03,B剤流圧(Mpa)
1,2026-04-03,0.17524774774774776,0.009197205845656416,0.15,0.19,444,0.04000000000000001,B剤流圧(Mpa)
1,2026-04-06,0.17471526195899773,0.0071735510755803755,0.16,0.19,439,0.03,B剤流圧(Mpa)
1,2026-04-07,0.17834728033472802,0.013962689986728288,0.15,0.21,478,0.06,B剤流圧(Mpa)
1,2026-04-08,0.17863325740318908,0.01076735664150976,0.15,0.2,439,0.05000000000000002,B剤流圧(Mpa)
1,2026-04-09,0.17061965811965812,0.00978574534076492,0.15,0.19,468,0.04000000000000001,B剤流圧(Mpa)
1,2026-04-10,0.17049738219895286,0.008003525696549331,0.15,0.19,382,0.04000000000000001,B剤流圧(Mpa)
1,2026-04-14,0.1896875,0.005948366541843994,0.18,0.2,32,0.020000000000000018,B剤流圧(Mpa)
1,2026-04-15,0.17247933884297523,0.010536812466456385,0.15,0.19,484,0.04000000000000001,B剤流圧(Mpa)
1,2026-04-16,0.17443037974683545,0.00941145477805739,0.16,0.22,474,0.06,B剤流圧(Mpa)
1,2026-04-17,0.17428571428571427,0.013081411281789183,0.15,0.2,469,0.05000000000000002,B剤流圧(Mpa)
1,2026-04-20,0.16679611650485437,0.007408795938792285,0.15,0.18,515,0.03,B剤流圧(Mpa)
1,2026-04-21,0.16874418604651165,0.007505980089781112,0.15,0.18,645,0.03,B剤流圧(Mpa)
2,2026-04-02,0.17733333333333334,0.00593616839704663,0.16,0.18,15,0.01999999999999999,B剤流圧(Mpa)
2,2026-04-03,0.16631578947368422,0.0101162829777814,0.15,0.18,19,0.03,B剤流圧(Mpa)
2,2026-04-06,0.1769230769230769,0.006304251719561142,0.17,0.19,13,0.01999999999999999,B剤流圧(Mpa)
2,2026-04-07,0.1723529411764706,0.009701425001453321,0.16,0.19,17,0.03,B剤流圧(Mpa)
2,2026-04-08,0.18222222222222223,0.010500305245868324,0.17,0.2,27,0.03,B剤流圧(Mpa)
2,2026-04-09,0.16578947368421051,0.009612370197756301,0.15,0.18,19,0.03,B剤流圧(Mpa)
2,2026-04-10,0.16357142857142856,0.006333236937766518,0.15,0.17,14,0.020000000000000018,B剤流圧(Mpa)
2,2026-04-15,0.16764705882352943,0.009701425001453327,0.16,0.18,17,0.01999999999999999,B剤流圧(Mpa)
2,2026-04-16,0.16692307692307692,0.007510676161988092,0.16,0.18,13,0.01999999999999999,B剤流圧(Mpa)
2,2026-04-17,0.16421052631578947,0.010173926082384535,0.15,0.18,19,0.03,B剤流圧(Mpa)
2,2026-04-20,0.16333333333333333,0.0049236596391733145,0.16,0.17,12,0.010000000000000009,B剤流圧(Mpa)
2,2026-04-21,0.164,0.008944271909999166,0.15,0.18,30,0.03,B剤流圧(Mpa)
3,2026-04-02,0.1825,0.005000000000000002,0.18,0.19,4,0.010000000000000009,B剤流圧(Mpa)
3,2026-04-03,0.19,,0.19,0.19,1,0.0,B剤流圧(Mpa)
6,2026-04-02,0.1596825396825397,0.00782227051607304,0.14,0.17,63,0.03,B剤流圧(Mpa)
6,2026-04-03,0.15285714285714286,0.007251757836443984,0.14,0.17,70,0.03,B剤流圧(Mpa)
6,2026-04-06,0.15675,0.006558416006386033,0.14,0.17,40,0.03,B剤流圧(Mpa)
6,2026-04-07,0.154,0.006831300510639731,0.14,0.17,55,0.03,B剤流圧(Mpa)
6,2026-04-08,0.15842105263157896,0.00973328526784576,0.15,0.17,38,0.020000000000000018,B剤流圧(Mpa)
6,2026-04-09,0.14904761904761907,0.005597892954492239,0.14,0.16,63,0.01999999999999999,B剤流圧(Mpa)
6,2026-04-10,0.14774193548387096,0.005603378397214084,0.14,0.16,31,0.01999999999999999,B剤流圧(Mpa)
6,2026-04-15,0.15061538461538462,0.007680519814139179,0.13,0.16,65,0.03,B剤流圧(Mpa)
6,2026-04-16,0.1525,0.005477225575051669,0.14,0.16,56,0.01999999999999999,B剤流圧(Mpa)
6,2026-04-17,0.148,0.00842075358320684,0.13,0.16,45,0.03,B剤流圧(Mpa)
6,2026-04-20,0.15,0.004548588261473415,0.14,0.16,59,0.01999999999999999,B剤流圧(Mpa)
6,2026-04-21,0.14782178217821781,0.006573273217513429,0.13,0.16,101,0.03,B剤流圧(Mpa)
7,2026-04-02,0.17862499999999998,0.008228347112423711,0.16,0.19,80,0.03,B剤流圧(Mpa)
7,2026-04-03,0.17518987341772152,0.008750202853864086,0.16,0.19,79,0.03,B剤流圧(Mpa)
7,2026-04-06,0.17203389830508475,0.007138931876289842,0.16,0.18,59,0.01999999999999999,B剤流圧(Mpa)
7,2026-04-07,0.16967741935483874,0.0051111392126185345,0.16,0.18,62,0.01999999999999999,B剤流圧(Mpa)
7,2026-04-08,0.1747142857142857,0.013696654470537695,0.16,0.2,70,0.04000000000000001,B剤流圧(Mpa)
7,2026-04-09,0.16666666666666666,0.007051064751106302,0.15,0.18,60,0.03,B剤流圧(Mpa)
7,2026-04-10,0.17071428571428574,0.007829348714848593,0.15,0.19,56,0.04000000000000001,B剤流圧(Mpa)
7,2026-04-15,0.16278688524590162,0.005206133415175988,0.15,0.17,61,0.020000000000000018,B剤流圧(Mpa)
7,2026-04-16,0.17136363636363638,0.006767879712597992,0.16,0.18,66,0.01999999999999999,B剤流圧(Mpa)
7,2026-04-17,0.16266666666666665,0.006856066636017626,0.15,0.18,60,0.03,B剤流圧(Mpa)
7,2026-04-20,0.16387755102040819,0.005706840387717578,0.15,0.17,49,0.020000000000000018,B剤流圧(Mpa)
7,2026-04-21,0.1630379746835443,0.005851677467089084,0.15,0.18,79,0.03,B剤流圧(Mpa)
8,2026-04-02,0.1755,0.007231053560389395,0.16,0.19,60,0.03,B剤流圧(Mpa)
