パレットNo,セット位置,製品コード,吐出パターン番号,位置番号,傾き,A剤流圧(Mpa),B剤流圧(Mpa),A剤タンク1圧力(Mpa),A剤タンク2圧力(Mpa),B剤タンク1圧力(Mpa),B剤タンク2圧力(Mpa),A剤使用中タンク,B剤使用中タンク,A剤配合比速度(Hz),B剤配合比速度(Hz),生産総合流速(％),生産吐出時間(sec),X座標,Y座標,Z座標,余熱時間,硬化時間,投入開始日時,取出終了日時,余熱開始日時,余熱終了日時,注入開始日時,注入終了日時,硬化開始日時,硬化終了日時,生産日,製品コード(7桁),リレーケース名,注入時間,パレットR/T（分）
43,1番目,FEEJ003434E40A1,1,2,無,0.15,0.18,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1082,1186,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.54999999
44,1番目,FEEJ003434E400Y,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1087,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.55
6,4番目,EJWJ026434E3921,6,12,無,0.15,0.17,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1079,1184,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,39.61666667
6,3番目,EJBJ008434E240-,7,13,無,0.17,0.19,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1079,1184,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.00000036,39.61666667
6,2番目,FEEJ003434E3FFK,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1079,1184,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.61666667
6,1番目,FEEJ003434E35FA,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1079,1184,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.61666667
47,4番目,EJWJ026434E33B4,6,12,無,0.15,0.17,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1085,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,10.00000045,39.49999999
47,3番目,DTHJ012434E39ED,5,28,無,0.19,0.21,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,79.0,5.0,571,371.5,290,1085,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,DTHJ012,,10.00000045,39.49999999
47,2番目,FEEJ003434E35E9,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1085,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.49999999
47,1番目,FEEJ003434E35D8,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1085,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.49999999
1,3番目,DTHJ012434E39FE,5,28,無,0.19,0.21,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,79.0,5.0,571,371.5,290,1100,1179,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,DTHJ012,,11.00000006,39.45
1,2番目,EJWJ026434E312-,6,12,無,0.15,0.17,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,316,360.0,290,1100,1179,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,39.45
1,1番目,FEEJ003434E35C7,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1100,1179,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.45
45,4番目,EJWJ026434E3392,6,12,無,0.15,0.17,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1114,1163,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,39.14999999
45,3番目,DTHJ012434E3943,5,28,無,0.19,0.21,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,79.0,5.0,571,371.5,290,1114,1163,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,DTHJ012,,9.999999823,39.14999999
45,2番目,FEEJ003434E35B6,1,2,無,0.16,0.18,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1114,1163,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.14999999
44,2番目,FEEJ003434E401Z,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1087,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.55
43,2番目,FEEJ003434E4090,1,2,無,0.17,0.19,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1082,1186,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.54999999
44,3番目,EYDJ023434E3A22,16,11,無,0.17,0.19,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1087,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ023,,13.00000052,39.55
48,1番目,FEEJ003434E403.,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1084,1195,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.8
16,4番目,EJWJ026434E311Z,6,12,無,0.14,0.16,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1089,1191,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,39.63333334
16,3番目,EYDJ023434E3A33,16,11,無,0.17,0.19,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1089,1191,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ023,,14.00000013,39.63333334
16,2番目,EYDJ384434E1985,15,23,無,0.17,0.19,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.1,350,336.0,280,1089,1191,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ384,,12.9999999,39.63333334
16,1番目,FEEJ003434E408%,1,2,無,0.17,0.19,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1089,1191,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.63333334
23,2番目,EYDJ384434E1941,15,23,無,0.17,0.19,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.1,350,336.0,280,1130,1210,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ384,,12.9999999,40.56666667
46,3番目,EYDJ023434E3A66,16,11,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1083,1186,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ023,,14.00000013,39.63333333
46,2番目,FEEJ003434E406/,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1083,1186,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.63333333
46,1番目,FEEJ003434E407+,1,2,無,0.16,0.18,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1083,1186,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.63333333
51,4番目,EJWJ026434E340.,6,12,無,0.15,0.16,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1088,1193,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,39.68333333
51,3番目,EYDJ023434E3A00,16,11,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1088,1193,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ023,,14.00000013,39.68333333
51,2番目,FEEJ003434E404 ,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1088,1193,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.68333333
51,1番目,FEEJ003434E405$,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1088,1193,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,39.68333333
48,4番目,EJWJ026434E3381,6,12,無,0.15,0.17,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1084,1195,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,9.999999823,39.8
48,3番目,EYDJ023434E3A55,16,11,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.9,631,356.8,290,1084,1195,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EYDJ023,,14.00000013,39.8
48,2番目,FEEJ003434E402-,1,2,無,0.17,0.19,-0.008,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1084,1195,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,39.8
44,4番目,EJWJ026434E33F8,6,12,無,0.15,0.17,-0.008,0.048,0.047,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,776,360.0,290,1087,1188,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,39.55
23,3番目,EWRJ004434E3E59,6,35,無,0.15,0.17,-0.007,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,62.0,5.0,571,366.8,290,1130,1210,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EWRJ004,,9.999999823,40.56666667
8,1番目,FFPJ002434E220Y,1,2,無,0.17,0.19,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1133,1195,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FFPJ002,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,40.33333333
19,1番目,FEEJ003434E4A23,1,2,無,0.17,0.19,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1124,1201,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,40.43333332
21,3番目,FLTJ001434E45FB,18,20,無,0.24,0.25,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,701,317.0,290,1134,1214,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLTJ001,,10.99999943,40.83333333
21,2番目,FLWJ002434E5697,1,2,無,0.15,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1134,1214,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.99999973,40.83333333
21,1番目,FLWJ002434E56A8,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1134,1214,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,15.00000036,40.83333333
38,4番目,EVMJ006434E4821,18,30,無,0.24,0.26,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,782,276.0,290,1127,1223,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EVMJ006,,12.9999999,40.98333333
38,3番目,EJBJ009434E4C14,7,13,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1127,1223,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.00000036,40.98333333
38,2番目,FLVJ002434E5675,1,2,無,0.16,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1127,1223,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLVJ002,,14.99999973,40.98333333
38,1番目,FLVJ002434E5686,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1127,1223,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLVJ002,,14.99999973,40.98333333
22,4番目,EJBJ009434E4C9C,7,13,無,0.16,0.18,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,830,320.0,290,1133,1240,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.99999973,41.2
22,3番目,ETFJ004434E441$,5,7,無,0.19,0.21,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,79.0,5.0,620,370.0,290,1133,1240,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,ETFJ004,,9.999999823,41.2
22,2番目,FLVJ002434E5271,1,2,無,0.17,0.18,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1133,1240,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLVJ002,,14.99999973,41.2
22,1番目,FLVJ002434E5664,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1133,1240,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLVJ002,,15.00000036,41.2
42,4番目,EQPJ024434E4843,18,30,無,0.23,0.25,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,782,276.0,290,1132,1239,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EQPJ024,,12.9999999,41.26666666
42,3番目,ETFJ004434E4461,5,7,無,0.19,0.21,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,79.0,5.0,620,370.0,290,1132,1239,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,ETFJ004,,9.999999823,41.26666666
42,2番目,FLVJ002434E5260,1,2,無,0.17,0.19,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1132,1239,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLVJ002,,15.00000036,41.26666666
42,1番目,FLVJ002434E525%,1,2,無,0.17,0.18,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1132,1239,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLVJ002,,14.00000013,41.26666666
21,4番目,EJBJ009434E4C03,7,13,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,830,320.0,290,1134,1214,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.00000036,40.83333333
27,4番目,EQPJ024434E4832,18,30,無,0.24,0.26,-0.006,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,782,276.0,290,1139,1241,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EQPJ024,,12.9999999,41.21666667
36,1番目,FLWJ002434E56CA,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1132,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.99999973,40.88333333
36,3番目,FHFJ002434E480%,18,20,無,0.24,0.25,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,701,317.0,290,1132,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FHFJ002,,12.00000029,40.88333333
14,2番目,FLWJ002434E6799,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1140,1168,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.99999973,40.31666666
14,1番目,FLWJ002434E67AA,1,2,無,0.16,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1140,1168,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.00000013,40.31666666
29,4番目,FHFJ002434E460/,18,20,無,0.24,0.25,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,931,317.0,290,1138,1190,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FHFJ002,,13.00000052,40.36666666
29,3番目,EJBJ009434E4C47,7,13,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1138,1190,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.99999973,40.36666666
29,2番目,FLWJ002434E5710,1,2,無,0.16,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1138,1190,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.99999973,40.36666666
29,1番目,FLWJ002434E570%,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1138,1190,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,15.00000036,40.36666666
32,4番目,FFRJ003434E4494,18,20,無,0.24,0.25,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,931,317.0,290,1125,1192,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FFRJ003,,12.9999999,40.33333333
32,3番目,EJBJ009434E4BFH,7,13,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1125,1192,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.00000013,40.33333333
32,2番目,FLWJ002434E56EC,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1125,1192,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,15.00000036,40.33333333
32,1番目,FLWJ002434E56FD,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1125,1192,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.99999973,40.33333333
34,4番目,EJBJ009434E4C58,7,13,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,830,320.0,290,1138,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.99999973,40.71666667
34,3番目,FKPJ006434E45EA,18,20,無,0.24,0.25,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,100.0,7.1,701,317.0,290,1138,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FKPJ006,,11.99999966,40.71666667
34,2番目,0708456434E18D9,15,23,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,8.1,350,336.0,280,1138,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,708456,,12.9999999,40.71666667
34,1番目,FLWJ002434E56DB,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1138,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.99999973,40.71666667
36,4番目,EJBJ009434E4C25,7,13,無,0.15,0.17,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.7,830,320.0,290,1132,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,EJBJ009,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.99999997,40.88333333
36,2番目,FLWJ002434E56B9,1,2,無,0.17,0.18,-0.005,0.048,0.046,-0.069,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1132,1207,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,2026/4/2,FLWJ002,,14.00000013,40.88333333
