"吐出パターン番号","ターゲットカラム","注入開始日","平均値","違反ルール","CL","UCL_3sigma","LCL_3sigma","上側2sigma","下側2sigma","上側1sigma","下側1sigma","違反ルール_str"
"9","B剤配合比速度(Hz)","2026-04-20","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"9","B剤配合比速度(Hz)","2026-04-21","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"10","B剤配合比速度(Hz)","2026-04-15","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"10","B剤配合比速度(Hz)","2026-04-16","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"10","B剤配合比速度(Hz)","2026-04-17","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"10","B剤配合比速度(Hz)","2026-04-20","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"10","B剤配合比速度(Hz)","2026-04-21","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"13","B剤配合比速度(Hz)","2026-04-15","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"13","B剤配合比速度(Hz)","2026-04-16","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"13","B剤配合比速度(Hz)","2026-04-17","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"13","B剤配合比速度(Hz)","2026-04-20","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"13","B剤配合比速度(Hz)","2026-04-21","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"14","B剤配合比速度(Hz)","2026-04-15","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"14","B剤配合比速度(Hz)","2026-04-16","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"14","B剤配合比速度(Hz)","2026-04-17","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"14","B剤配合比速度(Hz)","2026-04-20","60.0","[7]","60.0","60.0","60.0","60.0","60.0","60.0","60.0","7"
"1","生産総合流速(％)","2026-04-15","70.3","[1, 2, 5, 6, 8]","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","1,2,5,6,8"
"1","生産総合流速(％)","2026-04-16","70.3","[1, 2, 5, 6, 8]","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","1,2,5,6,8"
"1","生産総合流速(％)","2026-04-17","70.3","[1, 2, 5, 6, 8]","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","1,2,5,6,8"
"1","生産総合流速(％)","2026-04-20","70.3","[1, 2, 5, 6, 8]","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","1,2,5,6,8"
"1","生産総合流速(％)","2026-04-21","70.3","[1, 2, 5, 6, 8]","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","70.29999999999998","1,2,5,6,8"
"2","生産総合流速(％)","2026-04-15","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"2","生産総合流速(％)","2026-04-16","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"2","生産総合流速(％)","2026-04-17","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"2","生産総合流速(％)","2026-04-20","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"2","生産総合流速(％)","2026-04-21","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"6","生産総合流速(％)","2026-04-15","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"6","生産総合流速(％)","2026-04-16","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"6","生産総合流速(％)","2026-04-17","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"6","生産総合流速(％)","2026-04-20","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"6","生産総合流速(％)","2026-04-21","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"7","生産総合流速(％)","2026-04-15","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"7","生産総合流速(％)","2026-04-16","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"7","生産総合流速(％)","2026-04-17","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"7","生産総合流速(％)","2026-04-20","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"7","生産総合流速(％)","2026-04-21","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"8","生産総合流速(％)","2026-04-15","70.9","[1, 2, 5, 6, 8]","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","1,2,5,6,8"
"8","生産総合流速(％)","2026-04-16","70.9","[1, 2, 5, 6, 8]","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","1,2,5,6,8"
"8","生産総合流速(％)","2026-04-17","70.9","[1, 2, 5, 6, 8]","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","1,2,5,6,8"
"8","生産総合流速(％)","2026-04-20","70.9","[1, 2, 5, 6, 8]","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","1,2,5,6,8"
"8","生産総合流速(％)","2026-04-21","70.9","[1, 2, 5, 6, 8]","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","70.89999999999996","1,2,5,6,8"
"9","生産総合流速(％)","2026-04-15","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"9","生産総合流速(％)","2026-04-16","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"9","生産総合流速(％)","2026-04-17","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"9","生産総合流速(％)","2026-04-20","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"9","生産総合流速(％)","2026-04-21","70.3","[7]","70.3","70.3","70.3","70.3","70.3","70.3","70.3","7"
"10","生産総合流速(％)","2026-04-15","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"10","生産総合流速(％)","2026-04-16","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"10","生産総合流速(％)","2026-04-17","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"10","生産総合流速(％)","2026-04-20","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"10","生産総合流速(％)","2026-04-21","62.0","[7]","62.0","62.0","62.0","62.0","62.0","62.0","62.0","7"
"13","生産総合流速(％)","2026-04-15","100.0","[7]","100.0","100.0","100.0","100.0","100.0","100.0","100.0","7"
"13","生産総合流速(％)","2026-04-16","100.0","[7]","100.0","100.0","100.0","100.0","100.0","100.0","100.0","7"
"13","生産総合流速(％)","2026-04-17","100.0","[7]","100.0","100.0","100.0","100.0","100.0","100.0","100.0","7"
"13","生産総合流速(％)","2026-04-20","100.0","[7]","100.0","100.0","100.0","100.0","100.0","100.0","100.0","7"
"13","生産総合流速(％)","2026-04-21","100.0","[7]","100.0","100.0","100.0","100.0","100.0","100.0","100.0","7"
"14","生産総合流速(％)","2026-04-15","50.0","[7]","50.0","50.0","50.0","50.0","50.0","50.0","50.0","7"
"14","生産総合流速(％)","2026-04-16","50.0","[7]","50.0","50.0","50.0","50.0","50.0","50.0","50.0","7"
"14","生産総合流速(％)","2026-04-17","50.0","[7]","50.0","50.0","50.0","50.0","50.0","50.0","50.0","7"
"14","生産総合流速(％)","2026-04-20","50.0","[7]","50.0","50.0","50.0","50.0","50.0","50.0","50.0","7"
"1","生産吐出時間(sec)","2026-04-15","9.9","[1, 2, 5, 6, 8]","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","1,2,5,6,8"
"1","生産吐出時間(sec)","2026-04-16","9.9","[1, 2, 5, 6, 8]","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","1,2,5,6,8"
"1","生産吐出時間(sec)","2026-04-17","9.9","[1, 2, 5, 6, 8]","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","1,2,5,6,8"
"1","生産吐出時間(sec)","2026-04-20","9.9","[1, 2, 5, 6, 8]","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","1,2,5,6,8"
"1","生産吐出時間(sec)","2026-04-21","9.9","[1, 2, 5, 6, 8]","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","9.900000000000004","1,2,5,6,8"
"2","生産吐出時間(sec)","2026-04-15","10.4","[1, 2, 5, 6, 8]","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","1,2,5,6,8"
"2","生産吐出時間(sec)","2026-04-16","10.400000000000002","[1, 2, 5, 6, 8]","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","1,2,5,6,8"
"2","生産吐出時間(sec)","2026-04-17","10.4","[1, 2, 5, 6, 8]","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","1,2,5,6,8"
"2","生産吐出時間(sec)","2026-04-20","10.4","[1, 2, 5, 6, 8]","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","1,2,5,6,8"
"2","生産吐出時間(sec)","2026-04-21","10.4","[1, 2, 5, 6, 8]","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","10.40000000000001","1,2,5,6,8"
"6","生産吐出時間(sec)","2026-04-15","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"6","生産吐出時間(sec)","2026-04-16","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"6","生産吐出時間(sec)","2026-04-17","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"6","生産吐出時間(sec)","2026-04-20","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"6","生産吐出時間(sec)","2026-04-21","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"7","生産吐出時間(sec)","2026-04-15","9.7","[1, 2, 5, 6, 8]","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","1,2,5,6,8"
"7","生産吐出時間(sec)","2026-04-16","9.7","[1, 2, 5, 6, 8]","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","1,2,5,6,8"
"7","生産吐出時間(sec)","2026-04-17","9.7","[1, 2, 5, 6, 8]","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","1,2,5,6,8"
"7","生産吐出時間(sec)","2026-04-20","9.7","[1, 2, 5, 6, 8]","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","1,2,5,6,8"
"7","生産吐出時間(sec)","2026-04-21","9.7","[1, 2, 5, 6, 8]","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","9.700000000000003","1,2,5,6,8"
"8","生産吐出時間(sec)","2026-04-15","8.0","[7]","8.0","8.0","8.0","8.0","8.0","8.0","8.0","7"
"8","生産吐出時間(sec)","2026-04-16","8.0","[7]","8.0","8.0","8.0","8.0","8.0","8.0","8.0","7"
"8","生産吐出時間(sec)","2026-04-17","8.0","[7]","8.0","8.0","8.0","8.0","8.0","8.0","8.0","7"
"8","生産吐出時間(sec)","2026-04-20","8.0","[7]","8.0","8.0","8.0","8.0","8.0","8.0","8.0","7"
"8","生産吐出時間(sec)","2026-04-21","8.0","[7]","8.0","8.0","8.0","8.0","8.0","8.0","8.0","7"
"9","生産吐出時間(sec)","2026-04-15","7.4","[1, 2, 5, 6, 8]","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","1,2,5,6,8"
"9","生産吐出時間(sec)","2026-04-16","7.4","[1, 2, 5, 6, 8]","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","1,2,5,6,8"
"9","生産吐出時間(sec)","2026-04-17","7.4","[1, 2, 5, 6, 8]","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","1,2,5,6,8"
"9","生産吐出時間(sec)","2026-04-20","7.4","[1, 2, 5, 6, 8]","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","1,2,5,6,8"
"9","生産吐出時間(sec)","2026-04-21","7.4","[1, 2, 5, 6, 8]","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","7.3999999999999995","1,2,5,6,8"
"13","生産吐出時間(sec)","2026-04-15","10.1","[7]","10.1","10.1","10.1","10.1","10.1","10.1","10.1","7"
"13","生産吐出時間(sec)","2026-04-16","10.1","[7]","10.1","10.1","10.1","10.1","10.1","10.1","10.1","7"
"13","生産吐出時間(sec)","2026-04-17","10.1","[7]","10.1","10.1","10.1","10.1","10.1","10.1","10.1","7"
"13","生産吐出時間(sec)","2026-04-20","10.1","[7]","10.1","10.1","10.1","10.1","10.1","10.1","10.1","7"
"13","生産吐出時間(sec)","2026-04-21","10.1","[7]","10.1","10.1","10.1","10.1","10.1","10.1","10.1","7"
"14","生産吐出時間(sec)","2026-04-15","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"14","生産吐出時間(sec)","2026-04-16","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"14","生産吐出時間(sec)","2026-04-17","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
"14","生産吐出時間(sec)","2026-04-20","5.0","[7]","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7"
